"Date","Close Price"
2013-08-29,"       3104.60"
2013-08-30,"       3105.85"
2013-09-02,"       3085.90"
2013-09-03,"       3033.70"
2013-09-04,"       3112.70"
2013-09-05,"       3004.80"
2013-09-06,"       3029.05"
2013-09-10,"       3158.90"
2013-09-11,"       3119.10"
2013-09-12,"       3065.85"
2013-09-13,"       3028.05"
2013-09-16,"       2993.40"
2013-09-17,"       3022.60"
2013-09-18,"       3017.15"
2013-09-19,"       3019.00"
2013-09-20,"       2995.15"
2013-09-23,"       3019.40"
2013-09-24,"       3015.10"
2013-09-25,"       3009.65"
2013-09-26,"       3012.30"
2013-09-27,"       3006.60"
2013-09-30,"       3013.00"
2013-10-01,"       3015.00"
2013-10-03,"       3037.15"
2013-10-04,"       3016.40"
2013-10-07,"       3021.85"
2013-10-08,"       3034.15"
2013-10-09,"       3109.85"
2013-10-10,"       3127.60"
2013-10-11,"       3274.50"
2013-10-14,"       3324.35"
2013-10-15,"       3354.80"
2013-10-17,"       3268.50"
2013-10-18,"       3314.55"
2013-10-21,"       3335.45"
2013-10-22,"       3342.35"
2013-10-23,"       3324.80"
2013-10-24,"       3308.75"
2013-10-25,"       3331.55"
2013-10-28,"       3323.45"
2013-10-29,"       3335.60"
2013-10-30,"       3323.90"
2013-10-31,"       3309.90"
2013-11-01,"       3276.70"
2013-11-03,"       3279.40"
2013-11-05,"       3265.85"
2013-11-06,"       3306.15"
2013-11-07,"       3357.60"
2013-11-08,"       3360.05"
2013-11-11,"       3362.60"
2013-11-12,"       3336.85"
2013-11-13,"       3332.05"
2013-11-14,"       3354.25"
2013-11-18,"       3404.10"
2013-11-19,"       3442.95"
2013-11-20,"       3402.20"
2013-11-21,"       3344.35"
2013-11-22,"       3347.60"
2013-11-25,"       3326.00"
2013-11-26,"       3316.20"
2013-11-27,"       3293.30"
2013-11-28,"       3327.80"
2013-11-29,"       3354.55"
2013-12-02,"       3338.70"
2013-12-03,"       3348.75"
2013-12-04,"       3365.35"
2013-12-05,"       3351.30"
2013-12-06,"       3325.80"
2013-12-09,"       3338.80"
2013-12-10,"       3370.85"
2013-12-11,"       3374.35"
2013-12-12,"       3363.85"
2013-12-13,"       3373.85"
2013-12-16,"       3452.25"
2013-12-17,"       3456.35"
2013-12-18,"       3457.45"
2013-12-19,"       3512.25"
2013-12-20,"       3551.35"
2013-12-23,"       3468.45"
2013-12-24,"       3486.40"
2013-12-26,"       3520.65"
2013-12-27,"       3561.30"
2013-12-30,"       3502.35"
2013-12-31,"       3485.65"
